precinct,simp_race,estimate,units
410670333,Asian alone,1299.302698,People
410670333,Black or African American alone,304.8323,People
410670333,Hispanic or Latinx,610.05926,People
410670333,Native Hawaiian and Other Pacific Islander alone,1.0689769999999998,People
410670333,Some other race alone,10.1451,People
410670333,Two or more races:,691.971362,People
410670333,White alone,2258.9322359999996,People
410670334,American Indian and Alaska Native alone,8.547614000000001,People
410670334,Asian alone,37.109959,People
410670334,Black or African American alone,3.417672,People
410670334,Hispanic or Latinx,191.853634,People
410670334,Native Hawaiian and Other Pacific Islander alone,0,People
410670334,Some other race alone,0,People
410670334,Two or more races:,12.600392000000001,People
410670334,White alone,1463.771526,People
410670335,American Indian and Alaska Native alone,0,People
410670335,Asian alone,72.13737499999999,People
410670335,Black or African American alone,31.559129000000002,People
410670335,Hispanic or Latinx,391.721971,People
410670335,Native Hawaiian and Other Pacific Islander alone,17.470532,People
410670335,Some other race alone,0.0042840000000000005,People
410670335,Two or more races:,100.310744,People
410670335,White alone,1551.432385,People
410670336,American Indian and Alaska Native alone,0.001532,People
410670336,Asian alone,6.224397,People
410670336,Black or African American alone,4.045259,People
410670336,Hispanic or Latinx,554.071186,People
410670336,Native Hawaiian and Other Pacific Islander alone,69.43288199999999,People
410670336,Some other race alone,3.1175059999999997,People
410670336,Two or more races:,127.083202,People
410670336,White alone,723.099631,People
410670337,American Indian and Alaska Native alone,2.9743790000000003,People
410670337,Asian alone,39.573026,People
410670337,Black or African American alone,23.309860999999998,People
410670337,Hispanic or Latinx,1047.586474,People
410670337,Native Hawaiian and Other Pacific Islander alone,0.674034,People
410670337,Some other race alone,6.645149999999999,People
410670337,Two or more races:,110.749458,People
410670337,White alone,866.793929,People
410670338,American Indian and Alaska Native alone,1.16016,People
410670338,Asian alone,79.66581199999999,People
410670338,Black or African American alone,23.256166999999998,People
410670338,Hispanic or Latinx,1275.5216500000001,People
410670338,Native Hawaiian and Other Pacific Islander alone,0,People
410670338,Some other race alone,3.007658,People
410670338,Two or more races:,202.505556,People
410670338,White alone,1181.113716,People
410670339,American Indian and Alaska Native alone,8.127664000000001,People
410670339,Asian alone,78.51428800000001,People
410670339,Black or African American alone,17.087403000000002,People
410670339,Hispanic or Latinx,954.559845,People
410670339,Native Hawaiian and Other Pacific Islander alone,0,People
410670339,Some other race alone,2.9188300000000003,People
410670339,Two or more races:,242.261764,People
410670339,White alone,1530.2627320000001,People
410670340,American Indian and Alaska Native alone,11.431785,People
410670340,Asian alone,53.706151,People
410670340,Black or African American alone,7.06342,People
410670340,Hispanic or Latinx,429.939371,People
410670340,Native Hawaiian and Other Pacific Islander alone,0,People
410670340,Some other race alone,0,People
410670340,Two or more races:,282.855238,People
410670340,White alone,2458.865337,People
410670341,American Indian and Alaska Native alone,9.739722,People
410670341,Asian alone,158.034739,People
410670341,Black or African American alone,33.416242,People
410670341,Hispanic or Latinx,1391.5966839999999,People
410670341,Native Hawaiian and Other Pacific Islander alone,4e-6,People
410670341,Some other race alone,4.3237939999999995,People
410670341,Two or more races:,362.542758,People
410670341,White alone,1648.399146,People
410670342,American Indian and Alaska Native alone,29.999995000000002,People
410670342,Asian alone,79.000103,People
410670342,Black or African American alone,19.99998,People
410670342,Hispanic or Latinx,800.00064,People
410670342,Native Hawaiian and Other Pacific Islander alone,0,People
410670342,Some other race alone,0,People
410670342,Two or more races:,691.999728,People
410670342,White alone,5674.9995659999995,People
410670343,American Indian and Alaska Native alone,2.162276,People
410670343,Asian alone,183.891163,People
410670343,Black or African American alone,36.460661,People
410670343,Hispanic or Latinx,373.107379,People
410670343,Native Hawaiian and Other Pacific Islander alone,13.362385,People
410670343,Some other race alone,5.222087999999999,People
410670343,Two or more races:,177.693752,People
410670343,White alone,1161.403329,People
410670344,American Indian and Alaska Native alone,8.619196,People
410670344,Asian alone,66.650409,People
410670344,Black or African American alone,48.058483,People
410670344,Hispanic or Latinx,765.076258,People
410670344,Native Hawaiian and Other Pacific Islander alone,6.357878,People
410670344,Some other race alone,0,People
410670344,Two or more races:,131.37018,People
410670344,White alone,1007.3576099999999,People
410670345,American Indian and Alaska Native alone,0,People
410670345,Asian alone,415.106047,People
410670345,Black or African American alone,99.639408,People
410670345,Hispanic or Latinx,3112.4864979999998,People
410670345,Native Hawaiian and Other Pacific Islander alone,45.668062,People
410670345,Some other race alone,0,People
410670345,Two or more races:,454.20347399999997,People
410670345,White alone,4971.87909,People
410670346,American Indian and Alaska Native alone,11.755348000000001,People
410670346,Asian alone,34.861395,People
410670346,Black or African American alone,18.060339,People
410670346,Hispanic or Latinx,253.66049400000003,People
410670346,Native Hawaiian and Other Pacific Islander alone,1.394343,People
410670346,Some other race alone,0,People
410670346,Two or more races:,325.684106,People
410670346,White alone,1000.966714,People
410670347,American Indian and Alaska Native alone,0,People
410670347,Asian alone,13.210863999999999,People
410670347,Black or African American alone,12.435151999999999,People
410670347,Hispanic or Latinx,759.9196769999999,People
410670347,Native Hawaiian and Other Pacific Islander alone,0,People
410670347,Some other race alone,0,People
410670347,Two or more races:,51.895362,People
410670347,White alone,1047.043621,People
410670348,American Indian and Alaska Native alone,1.68e-4,People
410670348,Asian alone,97.424979,People
410670348,Black or African American alone,40.176008,People
410670348,Hispanic or Latinx,207.12458999999998,People
410670348,Native Hawaiian and Other Pacific Islander alone,37.08961,People
410670348,Some other race alone,0,People
410670348,Two or more races:,224.775444,People
410670348,White alone,950.389533,People
410670349,American Indian and Alaska Native alone,1.3012100000000002,People
410670349,Asian alone,219.51495899999998,People
410670349,Black or African American alone,146.086014,People
410670349,Hispanic or Latinx,591.584413,People
410670349,Native Hawaiian and Other Pacific Islander alone,19.858502,People
410670349,Some other race alone,1.694679,People
410670349,Two or more races:,127.85472,People
410670349,White alone,1211.742483,People
410670350,American Indian and Alaska Native alone,3.536174,People
410670350,Asian alone,111.39952699999999,People
410670350,Black or African American alone,33.926171,People
410670350,Hispanic or Latinx,651.313794,People
410670350,Native Hawaiian and Other Pacific Islander alone,0.980304,People
410670350,Some other race alone,2.850548,People
410670350,Two or more races:,193.61687,People
410670350,White alone,1240.984866,People
410670351,American Indian and Alaska Native alone,4.757763,People
410670351,Asian alone,168.892902,People
410670351,Black or African American alone,118.24920800000001,People
410670351,Hispanic or Latinx,486.821833,People
410670351,Native Hawaiian and Other Pacific Islander alone,0,People
410670351,Some other race alone,3.63669,People
410670351,Two or more races:,47.263529999999996,People
410670351,White alone,826.7476280000001,People
410670352,American Indian and Alaska Native alone,43.240131,People
410670352,Asian alone,158.774289,People
410670352,Black or African American alone,63.192517,People
410670352,Hispanic or Latinx,1238.622579,People
410670352,Native Hawaiian and Other Pacific Islander alone,3.5842950000000005,People
410670352,Some other race alone,0.06874,People
410670352,Two or more races:,110.049374,People
410670352,White alone,1437.0708,People
410670353,American Indian and Alaska Native alone,0.01968,People
410670353,Asian alone,237.948911,People
410670353,Black or African American alone,67.601668,People
410670353,Hispanic or Latinx,1165.152292,People
410670353,Native Hawaiian and Other Pacific Islander alone,0,People
410670353,Some other race alone,0.03444,People
410670353,Two or more races:,459.66164200000003,People
410670353,White alone,2133.597934,People
410670354,American Indian and Alaska Native alone,6.164851,People
410670354,Asian alone,220.514219,People
410670354,Black or African American alone,29.839862,People
410670354,Hispanic or Latinx,93.150343,People
410670354,Native Hawaiian and Other Pacific Islander alone,36.722308000000005,People
410670354,Some other race alone,2.9113210000000005,People
410670354,Two or more races:,171.652952,People
410670354,White alone,1693.256328,People
410670355,American Indian and Alaska Native alone,18.316565,People
