precinct,hh_type_1,hh_type_2,estimate,units
410514904,"Male householder, no spouse or partner present:",Living alone,90.684824,Households
410514904,"Male householder, no spouse or partner present:",With only nonrelatives present,16.391261,Households
410514904,"Male householder, no spouse or partner present:",With own children under 18 years,7.248844999999999,Households
410514904,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",8.490499,Households
410514904,Married-couple household:,With no own children under 18 years,214.761457,Households
410514904,Married-couple household:,With own children under 18 years,134.804454,Households
410514905,Cohabiting couple household:,With no own children of the householder under 18 years,20.117238999999998,Households
410514905,Cohabiting couple household:,With own children of the householder under 18 years,1.6057670000000002,Households
410514905,"Female householder, no spouse or partner present:",Living alone,29.428953,Households
410514905,"Female householder, no spouse or partner present:",With only nonrelatives present,12.225803,Households
410514905,"Female householder, no spouse or partner present:",With own children under 18 years,5.747052,Households
410514905,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",11.754722000000001,Households
410514905,"Male householder, no spouse or partner present:",Living alone,35.890384000000005,Households
410514905,"Male householder, no spouse or partner present:",With only nonrelatives present,13.157224,Households
410514905,"Male householder, no spouse or partner present:",With own children under 18 years,0.04204,Households
410514905,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",5.002434999999999,Households
410514905,Married-couple household:,With no own children under 18 years,195.061383,Households
410514905,Married-couple household:,With own children under 18 years,153.432331,Households
410514906,Cohabiting couple household:,With no own children of the householder under 18 years,36.74526,Households
410514906,Cohabiting couple household:,With own children of the householder under 18 years,26.31897,Households
410514906,"Female householder, no spouse or partner present:",Living alone,73.72476,Households
410514906,"Female householder, no spouse or partner present:",With only nonrelatives present,13.285112,Households
410514906,"Female householder, no spouse or partner present:",With own children under 18 years,41.758433000000004,Households
